Id,organism,seedid,kingdom,phylum,mclass,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,phenotype,imgid,ncbiid,platform,kbaseid
bio/EUBRE,"""Eubacterium rectale ATCC 33656""","""Eubacterium rectale DSM 17629 (657318.4)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,703,1238,953,Eugen Bauer,2014-08-03,4.0,644736367.0,515619.0,dcs:DataCollectionPlatformKbase,
bio/EUBRE,"""Eubacterium rectale M104/1""","""Eubacterium rectale M104/1 (657317.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,656,1104,904,Ines Thiele,2012-04-20,4.0,650377937.0,657317.0,dcs:DataCollectionPlatformKbase,
bio/EUBSA,"""Eubacterium saphenum ATCC 49989""","""Eubacterium saphenum ATCC 49989 (592031.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Incertae Sedis XIII,Eubacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,351,849,734,Laura Kutt,2016-04-18,,,592031.0,dcs:DataCollectionPlatformKbase,kb|g.2572
bio/EUBSI,"""Eubacterium siraeum 70/3""","""Eubacterium siraeum 70/3 (657319.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,516,1687,1093,Ines Thiele,2012-06-25,1.0,650377938.0,657319.0,dcs:DataCollectionPlatformKbase,
bio/EUBSI,"""Eubacterium siraeum DSM 15702""","""Eubacterium siraeum DSM 15702 (428128.7)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,500,864,717,Ines Thiele,2012-09-06,3.0,641736184.0,428128.0,dcs:DataCollectionPlatformKbase,
bio/EUBSU,"""Eubacterium sulci ATCC 35585""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Incertae Sedis XIII,Eubacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,453,1051,852,Laura Kutt,2016-04-18,,2558860286.0,888727.0,dcs:DataCollectionPlatformKbase,kb|g.216330
bio/EUBVE,"""Eubacterium ventriosum ATCC 27560""","""Eubacterium ventriosum ATCC 27560 (411463.4)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,553,1389,1066,Ines Thiele,2012-04-20,2.0,640963022.0,411463.0,dcs:DataCollectionPlatformKbase,
bio/EXIAU,"""Exiguobacterium aurantiacum DSM 6208""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XII,Exiguobacterium,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_non-fermentative,dcs:BacteriaGramStainTypePositive,,766,1353,1044,Laura Kutt,2016-04-17,,2562617001.0,1397694.0,dcs:DataCollectionPlatformKbase,kb|g.241173
bio/FAECF,"""Faecalibacterium cf. prausnitzii KLE1255""","""Faecalibacterium cf. prausnitzii KLE1255 (748224.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypeStructurally positive but stains negative,dcs:PathogenMethodOfInvasionCommensal,647,1432,1080,Ines Thiele,2012-06-29,5.0,649989951.0,748224.0,dcs:DataCollectionPlatformKbase,
bio/FAEPR,"""Faecalibacterium prausnitzii A2-165""","""Faecalibacterium prausnitzii A2-165 (411483.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,dcs:OxygenRequirementStatusObligatory_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypeStructurally positive but stains negative,dcs:PathogenMethodOfInvasionCommensal,641,1225,921,,,,,411483.0,dcs:DataCollectionPlatformKbase,kb|g.1372
bio/FAEPR,"""Faecalibacterium prausnitzii L2-6""","""Faecalibacterium prausnitzii L2-6 (718252.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypeStructurally positive but stains negative,dcs:PathogenMethodOfInvasionCommensal,637,1426,1071,Ines Thiele,2012-08-07,1.0,650377941.0,718252.0,dcs:DataCollectionPlatformKbase,
bio/FAEPR,"""Faecalibacterium prausnitzii M21/2""","""Faecalibacterium prausnitzii M21/2 (411485.10)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypeStructurally positive but stains negative,dcs:PathogenMethodOfInvasionCommensal,742,1767,1230,Laura Kutt,2016-04-18,,,411485.0,dcs:DataCollectionPlatformKbase,kb|g.1374
bio/FAEPR,"""Faecalibacterium prausnitzii SL3/3""","""Faecalibacterium prausnitzii SL3/3 (657322.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_acetate_converted_to_butyrate,dcs:BacteriaGramStainTypeStructurally positive but stains negative,dcs:PathogenMethodOfInvasionCommensal,731,1227,947,Laura Kutt,2016-04-18,,650377940.0,657322.0,dcs:DataCollectionPlatformKbase,kb|g.2830
bio/FILAL,"""Filifactor alocis ATCC 35896""","""Filifactor alocis ATCC 35896 (546269.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,dcs:OxygenRequirementStatusObligate_anaerobe,,dcs:BacteriaGramStainTypeNegative,,439,1015,814,Laura Kutt,2016-04-18,,2511231077.0,546269.0,dcs:DataCollectionPlatformKbase,kb|g.26890
bio/FINMA,"""Finegoldia magna ATCC 29328""","""Finegoldia magna ATCC 29328 (334413.6)""",Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_peptone_and_amino_acid_converted_to_acetate,dcs:BacteriaGramStainTypePositive,,453,900,730,Laura Kutt,2016-04-18,,641522627.0,334413.0,dcs:DataCollectionPlatformKbase,kb|g.927
bio/FLAPL,"""Flavonifractor plautii ATCC 29863""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,,744,1207,970,Laura Kutt,2016-04-18,,2513237287.0,411475.0,dcs:DataCollectionPlatformKbase,kb|g.26645
bio/FUSGO,"""Fusobacterium gonidiaformans 3-1-5R""","""Fusobacterium sp. 3_1_5R (469605.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,524,979,819,Ines Thiele,2012-06-29,2.0,645951866.0,469605.0,dcs:DataCollectionPlatformKbase,
bio/FUSGO,"""Fusobacterium gonidiaformans ATCC 25563""","""Fusobacterium gonidiaformans ATCC 25563 (469615.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,528,975,816,Ines Thiele,2012-09-06,1.0,645951804.0,469615.0,dcs:DataCollectionPlatformKbase,
bio/FUSMR,"""Fusobacterium mortiferum ATCC 9817""","""Fusobacterium mortiferum ATCC 9817 (469616.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,727,1717,1201,Ines Thiele,2012-09-06,1.0,646206254.0,469616.0,dcs:DataCollectionPlatformModelSEED,
bio/FUSNE,"""Fusobacterium necrophorum D12""","""Fusobacterium sp. D12 (556263.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,601,1053,843,Ines Thiele,2012-09-06,1.0,2562617180.0,556263.0,dcs:DataCollectionPlatformModelSEED,
bio/FUSNU,"""Fusobacterium nucleatum subsp. animalis 3_1_33""","""Fusobacterium sp. 3_1_33 (469603.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,562,975,816,Ines Thiele,2012-06-29,1.0,2562617153.0,469603.0,dcs:DataCollectionPlatformKbase,
bio/FUSNU,"""Fusobacterium nucleatum subsp. animalis 7_1""","""Fusobacterium sp. 7_1 (457405.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,556,984,818,Ines Thiele,2012-09-06,3.0,646206252.0,457405.0,dcs:DataCollectionPlatformKbase,
bio/FUSNU,"""Fusobacterium nucleatum subsp. animalis D11""","""Fusobacterium sp. D11 (556264.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,581,983,818,Ines Thiele,2012-09-06,3.0,645058833.0,556264.0,dcs:DataCollectionPlatformKbase,
bio/FUSNU,"""Fusobacterium nucleatum subsp. nucleatum ATCC 25586""","""Fusobacterium nucleatum subsp. nucleatum ATCC 25586 (190304.8)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,540,1097,865,chenry,202014-12-16,,,190304.0,dcs:DataCollectionPlatformKbase,kb|g.191
bio/FUSNU,"""Fusobacterium nucleatum subsp. vincentii 3_1_27""","""Fusobacterium sp. 3_1_27 (469602.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,554,1021,822,Ines Thiele,2012-06-29,3.0,,469602.0,dcs:DataCollectionPlatformKbase,
bio/FUSNU,"""Fusobacterium nucleatum subsp. vincentii 3_1_36A2""","""Fusobacterium nucleatum subsp. vincentii 3_1_36A2 (469604.7)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,555,1110,868,Eugen Bauer,2014-08-03,1.0,,469604.0,dcs:DataCollectionPlatformKbase,
bio/FUSNU,"""Fusobacterium nucleatum subsp. vincentii 4_1_13""","""Fusobacterium sp. 4_1_13 (469606.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,540,1029,820,Ines Thiele,2012-06-29,4.0,646206253.0,469606.0,dcs:DataCollectionPlatformModelSEED,
bio/FUSPE,"""Fusobacterium periodonticum 1_1_41FAA""","""Fusobacterium sp. 1_1_41FAA (469621.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,570,1015,845,Ines Thiele,2012-06-29,1.0,647533168.0,469621.0,dcs:DataCollectionPlatformModelSEED,
bio/FUSPE,"""Fusobacterium periodonticum 2_1_31""","""Fusobacterium sp. 2_1_31 (469599.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,554,1005,829,Ines Thiele,2012-09-06,1.0,646206262.0,469599.0,dcs:DataCollectionPlatformModelSEED,
bio/FUSRU,"""Fusobacterium russii ATCC 25533""","""Fusobacterium russii ATCC 25533 (1278306.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusMicroaerophile,dcs:MicrobialMetabolismTypeFerments_amino_acids,dcs:BacteriaGramStainTypeNegative,,585,1111,887,Laura Kutt,2016-04-18,,,1278306.0,dcs:DataCollectionPlatformModelSEED,kb|g.31680
bio/FUSSP,"""Fusobacterium sp. 4_8""","""Fusobacterium nucleatum subsp. animalis 4_8 (469607.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,551,1003,817,Eugen Bauer,2014-08-03,1.0,2554235311.0,469607.0,dcs:DataCollectionPlatformModelSEED,
bio/FUSUL,"""Fusobacterium ulcerans ATCC 49185""","""Fusobacterium ulcerans ATCC 49185 (469617.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,807,1235,958,Ines Thiele,2012-09-06,1.0,2562617154.0,469617.0,dcs:DataCollectionPlatformModelSEED,
bio/FUSVA,"""Fusobacterium varium ATCC 27725""","""Fusobacterium varium ATCC 27725 (469618.3)""",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,810,1250,966,Ines Thiele,2012-09-06,4.0,646206275.0,469618.0,dcs:DataCollectionPlatformModelSEED,
bio/GEMHA,"""Gemella haemolysans ATCC 10379""","""Gemella haemolysans ATCC 10379 (546270.5)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,514,1000,787,Laura Kutt,2016-04-17,,645058834.0,546270.0,dcs:DataCollectionPlatformModelSEED,kb|g.2189
bio/GEMMO,"""Gemella morbillorum M424""","""Gemella moribillum M424 (562982.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,483,941,744,Laura Kutt,2016-04-17,,,562982.0,dcs:DataCollectionPlatformModelSEED,kb|g.2334
bio/GEMSA,"""Gemella sanguinis ATCC700632""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,492,1036,793,Laura Kutt,2016-04-17,,,1408440.0,dcs:DataCollectionPlatformModelSEED,kb|g.241224
bio/GEMSA,"""Gemella sanguinis M325""","""Gemella sanguinis M325 (562983.3)""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,500,959,758,Laura Kutt,2016-05-29,,,562983.0,dcs:DataCollectionPlatformKbase,kb|g.2335
bio/GEOSE,"""Geobacillus stearothermophilus ATCC 7953""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic_non-fermentative,dcs:BacteriaGramStainTypeVariable,,800,1414,1082,,,,,937593.0,dcs:DataCollectionPlatformKbase,kb|g.241233
bio/GEOVU,"""Geobacillus vulcani PSS1""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic_non-fermentative,dcs:BacteriaGramStainTypePositive,,975,1570,1131,Laura Kutt,2016-04-17,,2574179705.0,1382315.0,dcs:DataCollectionPlatformKbase,kb|g.241237
bio/GORRU,"""Gordonia rubripertincta NBRC 101908""","""Gordonia rubripertincta NBRC 101908 (1077975.4)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,,1209,1543,1143,chenry,2016-04-15,,2523231045.0,1077975.0,dcs:DataCollectionPlatformKbase,kb|g.23931
bio/GORTE,"""Gordonia terrae C-6""","""Gordonia terrae C-6 (1316928.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionPathogen,1137,1551,1143,Laura Kutt,2016-05-29,,2545824722.0,1316928.0,dcs:DataCollectionPlatformModelSEED,kb|g.31992
bio/GORTE,"""Gordonia terrae NBRC 100016""","""nan""",Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionPathogen,1220,1568,1164,chenry,2016-04-15,,,1089454.0,dcs:DataCollectionPlatformModelSEED,kb|g.241256
bio/GORPA,"""Gordonibacter pamelaeae 7-10-1-bT, DSM 19378""","""Gordonibacter pamelaeae 7-10-1-b (657308.3)""",Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeFew_carbon_sources_used_fermentation_capabilities_undescribed,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,622,958,795,Ines Thiele,2012-04-20,5.0,650377943.0,471189.0,dcs:DataCollectionPlatformKbase,
bio/GRAAD,"""Granulicatella adiacens ATCC 49175""","""Granulicatella adiacens ATCC 49175 (638301.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,504,995,783,Laura Kutt,2016-04-17,,,638301.0,dcs:DataCollectionPlatformKbase,kb|g.2710
bio/GRAEL,"""Granulicatella elegans ATCC 700633""","""Granulicatella elegans ATCC 700633 (626369.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,522,1026,808,Laura Kutt,2016-04-18,,647533172.0,626369.0,dcs:DataCollectionPlatformModelSEED,kb|g.2649
bio/GRIHO,"""Grimontia hollisae CIP 101886""","""Grimontia hollisae CIP 101886 (675812.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_respiratory,dcs:BacteriaGramStainTypeNegative,,950,1492,1093,Laura Kutt,2016-04-19,,647000258.0,675812.0,dcs:DataCollectionPlatformModelSEED,kb|g.2925
bio/HAEHA,"""Haemophilus haemolyticus M19501""","""Haemophilus haemolyticus M19501 (1028803.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,680,1240,966,Laura Kutt,2016-04-18,,2529292793.0,1028803.0,dcs:DataCollectionPlatformModelSEED,kb|g.23309
bio/HAEIF,"""Haemophilus influenzae R2846""","""Haemophilus influenzae R2846 (262727.7)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,,646,1200,949,,,,,262727.0,dcs:DataCollectionPlatformModelSEED,kb|g.545
bio/HAEPA,"""Haemophilus parainfluenzae T3T1""","""Haemophilus parainfluenzae T3T1 (862965.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,656,1257,973,Laura Kutt,2016-04-19,,650377947.0,862965.0,dcs:DataCollectionPlatformModelSEED,kb|g.3441
bio/HAESP,"""Haemophilus sputorum CCUG 13788""","""Haemophilus sputorum CCUG 13788 (1035839.4)""",Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,666,1239,976,Laura Kutt,2016-04-19,,2513237309.0,1035839.0,dcs:DataCollectionPlatformModelSEED,kb|g.23371
bio/HAFAL,"""Hafnia alvei ATCC 51873""","""Hafnia alvei ATCC 51873 (1002364.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Hafnia,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_respiratory,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,1329,2400,1545,Laura Kutt,2016-05-30,,2513237377.0,1002364.0,dcs:DataCollectionPlatformModelSEED,kb|g.23113
bio/HAFAL,"""Hafnia alvei BIDMC 31""","""nan""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Hafnia,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_respiratory,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,1451,1884,1280,Laura Kutt,2016-04-18,,2576861520.0,1328337.0,dcs:DataCollectionPlatformModelSEED,kb|g.209992
bio/HALMO,"""Halococcus morrhuae DSM1307""","""nan""",Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypeNegative,,646,1131,958,Laura Kutt,2016-04-19,,2531839093.0,931277.0,dcs:DataCollectionPlatformKbase,kb|g.224181
bio/HELBI,"""Helicobacter bilis ATCC 43879""","""Helicobacter bilis ATCC 43879 (613026.4)""",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,dcs:OxygenRequirementStatusMicroaerophile,dcs:MicrobialMetabolismTypeStrictly_respiratory_asaccharolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,523,981,834,Ines Thiele,2012-09-06,5.0,2562617155.0,613026.0,dcs:DataCollectionPlatformKbase,
